gene_oid	gene_length	feature_type	start_coord	end_coord
2563531454	396	cleavage	20	21
2563531457	478	cleavage	24	25
2563531493	124	cleavage	20	21
2563531549	206	cleavage	23	24
2563531550	220	cleavage	23	24
2563531557	111	cleavage	19	20
2563531569	496	cleavage	25	26
2563531570	336	cleavage	24	25
2563531584	142	cleavage	26	27
2563531585	182	cleavage	18	19
2563531586	246	cleavage	19	20
2563531589	153	cleavage	25	26
2563531612	321	cleavage	25	26
2563531614	715	cleavage	23	24
2563531615	206	cleavage	25	26
2563531617	153	cleavage	20	21
2563531620	156	cleavage	21	22
2563531621	809	cleavage	18	19
2563531624	196	cleavage	20	21
2563531649	414	cleavage	46	47
2563531673	172	cleavage	21	22
2563531674	808	cleavage	22	23
2563531700	200	cleavage	19	20
2563531707	1379	cleavage	20	21
2563531718	1495	cleavage	30	31
2563531728	823	cleavage	25	26
2563531729	804	cleavage	28	29
2563531730	418	cleavage	21	22
2563531738	497	cleavage	22	23
2563531771	452	cleavage	19	20
2563531777	414	cleavage	32	33
2563531792	520	cleavage	28	29
2563531808	408	cleavage	23	24
2563531809	214	cleavage	44	45
2563531822	363	cleavage	31	32
2563531830	315	cleavage	28	29
2563531835	184	cleavage	31	32
2563531857	120	cleavage	21	22
2563531868	228	cleavage	18	19
2563531894	214	cleavage	26	27
2563531937	157	cleavage	18	19
2563531996	115	cleavage	26	27
2563531998	755	cleavage	21	22
2563532020	193	cleavage	33	34
2563532037	187	cleavage	21	22
2563532043	165	cleavage	25	26
2563532065	304	cleavage	18	19
2563532066	277	cleavage	22	23
2563532070	343	cleavage	29	30
2563532082	205	cleavage	26	27
2563532083	152	cleavage	21	22
2563532106	769	cleavage	21	22
2563532107	485	cleavage	23	24
2563532122	482	cleavage	19	20
2563532148	425	cleavage	22	23
2563532161	670	cleavage	21	22
2563532227	155	cleavage	22	23
2563532248	84	cleavage	20	21
2563532281	72	cleavage	27	28
2563532282	581	cleavage	18	19
2563532310	372	cleavage	21	22
2563532314	194	cleavage	30	31
2563532331	451	cleavage	21	22
2563532334	477	cleavage	17	18
2563532340	120	cleavage	16	17
2563532341	198	cleavage	24	25
2563532363	383	cleavage	27	28
2563532404	455	cleavage	19	20
2563532405	457	cleavage	39	40
2563532439	268	cleavage	17	18
2563532442	122	cleavage	23	24
2563532444	683	cleavage	21	22
2563532483	545	cleavage	32	33
2563532505	132	cleavage	22	23
2563532516	252	cleavage	25	26
2563532537	320	cleavage	20	21
2563532553	392	cleavage	28	29
2563532554	375	cleavage	22	23
2563532575	182	cleavage	18	19
2563532579	365	cleavage	18	19
2563532581	261	cleavage	20	21
2563532591	740	cleavage	27	28
2563532597	431	cleavage	23	24
2563532600	113	cleavage	18	19
2563532601	108	cleavage	19	20
2563532610	149	cleavage	25	26
2563532611	94	cleavage	23	24
2563532614	368	cleavage	22	23
2563532620	154	cleavage	29	30
2563532622	105	cleavage	33	34
2563532625	350	cleavage	21	22
2563532626	456	cleavage	22	23
2563532628	118	cleavage	28	29
2563532634	156	cleavage	21	22
2563532641	115	cleavage	20	21
2563532644	170	cleavage	21	22
2563532645	149	cleavage	29	30
2563532646	453	cleavage	24	25
2563532654	233	cleavage	27	28
2563532657	86	cleavage	25	26
2563532684	227	cleavage	19	20
2563532700	140	cleavage	21	22
2563532701	2025	cleavage	25	26
2563532734	45	cleavage	19	20
2563532754	200	cleavage	21	22
2563532782	352	cleavage	20	21
2563532783	131	cleavage	30	31
2563532787	82	cleavage	21	22
2563532816	147	cleavage	21	22
2563532827	95	cleavage	24	25
2563532828	188	cleavage	24	25
2563532831	240	cleavage	19	20
2563532850	497	cleavage	40	41
2563532857	285	cleavage	20	21
2563532859	115	cleavage	24	25
2563532870	171	cleavage	20	21
2563532873	266	cleavage	28	29
2563532875	92	cleavage	30	31
2563532882	135	cleavage	31	32
2563532885	348	cleavage	30	31
2563532889	442	cleavage	37	38
2563532899	198	cleavage	22	23
2563532905	324	cleavage	29	30
2563532916	467	cleavage	21	22
2563532951	199	cleavage	20	21
2563532955	258	cleavage	21	22
2563532960	364	cleavage	22	23
2563532985	97	cleavage	21	22
2563532996	244	cleavage	24	25
2563533010	232	cleavage	21	22
2563533022	289	cleavage	25	26
2563533023	618	cleavage	26	27
2563533025	193	cleavage	19	20
2563533028	141	cleavage	18	19
2563533045	728	cleavage	34	35
2563533064	732	cleavage	34	35
2563533065	413	cleavage	25	26
2563533066	114	cleavage	23	24
2563533079	359	cleavage	43	44
2563533081	258	cleavage	19	20
2563533111	160	cleavage	27	28
2563533112	198	cleavage	17	18
2563533132	325	cleavage	18	19
2563533134	111	cleavage	22	23
2563533145	449	cleavage	23	24
2563533146	596	cleavage	30	31
2563533149	144	cleavage	24	25
2563533158	138	cleavage	23	24
2563533162	574	cleavage	19	20
2563533167	1144	cleavage	32	33
2563533184	237	cleavage	33	34
2563533187	297	cleavage	20	21
2563533188	297	cleavage	25	26
2563533195	167	cleavage	25	26
2563533208	96	cleavage	20	21
2563533210	98	cleavage	27	28
2563533213	214	cleavage	18	19
2563533240	557	cleavage	22	23
2563533242	173	cleavage	24	25
2563533243	317	cleavage	18	19
2563533246	186	cleavage	22	23
2563533251	94	cleavage	22	23
2563533252	158	cleavage	23	24
2563533253	279	cleavage	24	25
2563533254	604	cleavage	29	30
2563533256	176	cleavage	22	23
2563533257	396	cleavage	22	23
2563533323	1780	cleavage	21	22
2563533324	577	cleavage	23	24
2563533331	297	cleavage	24	25
2563533344	489	cleavage	23	24
2563533352	125	cleavage	24	25
2563533377	793	cleavage	22	23
2563533378	166	cleavage	20	21
2563533383	267	cleavage	21	22
2563533385	133	cleavage	20	21
2563533390	253	cleavage	20	21
2563533405	338	cleavage	22	23
2563533440	462	cleavage	26	27
2563533446	162	cleavage	26	27
2563533450	104	cleavage	25	26
2563533458	192	cleavage	19	20
2563533500	113	cleavage	23	24
2563533507	109	cleavage	20	21
2563533510	173	cleavage	20	21
2563533566	218	cleavage	20	21
2563533569	227	cleavage	19	20
2563533585	374	cleavage	20	21
2563533601	247	cleavage	36	37
2563533618	351	cleavage	24	25
2563533636	364	cleavage	20	21
2563533666	115	cleavage	25	26
2563533678	95	cleavage	18	19
2563533685	160	cleavage	27	28
2563533710	237	cleavage	45	46
2563533735	1485	cleavage	41	42
2563533763	195	cleavage	26	27
2563533767	499	cleavage	23	24
2563533773	353	cleavage	27	28
2563533788	683	cleavage	23	24
2563533821	201	cleavage	20	21
2563533835	334	cleavage	22	23
2563533841	108	cleavage	19	20
2563533847	223	cleavage	20	21
2563533851	131	cleavage	30	31
2563533855	140	cleavage	20	21
2563533857	363	cleavage	36	37
2563533860	240	cleavage	22	23
2563533914	205	cleavage	24	25
2563533921	118	cleavage	24	25
2563533931	663	cleavage	21	22
2563533957	180	cleavage	24	25
2563533959	130	cleavage	19	20
2563533962	74	cleavage	26	27
2563533963	109	cleavage	25	26
2563533983	112	cleavage	21	22
2563534012	104	cleavage	20	21
2563534020	296	cleavage	18	19
2563534031	105	cleavage	26	27
2563534032	95	cleavage	26	27
2563534040	154	cleavage	34	35
2563534052	173	cleavage	19	20
2563534057	178	cleavage	29	30
2563534060	161	cleavage	31	32
2563534067	161	cleavage	24	25
2563534068	260	cleavage	17	18
2563534081	451	cleavage	21	22
2563534083	137	cleavage	33	34
2563534084	170	cleavage	22	23
2563534110	128	cleavage	22	23
2563534112	190	cleavage	20	21
2563534113	119	cleavage	24	25
2563534114	92	cleavage	21	22
2563534134	117	cleavage	26	27
2563534139	656	cleavage	31	32
2563534140	116	cleavage	20	21
2563534143	119	cleavage	26	27
2563534181	271	cleavage	27	28
2563534182	392	cleavage	19	20
2563534186	88	cleavage	24	25
2563534192	183	cleavage	23	24
2563534195	350	cleavage	42	43
2563534197	143	cleavage	25	26
2563534198	882	cleavage	23	24
2563534202	466	cleavage	22	23
2563534222	187	cleavage	21	22
2563534226	434	cleavage	28	29
2563534227	999	cleavage	20	21
2563534268	262	cleavage	19	20
2563534275	297	cleavage	29	30
2563534285	103	cleavage	23	24
2563534286	137	cleavage	23	24
2563534331	196	cleavage	25	26
2563534332	537	cleavage	22	23
2563534361	1139	cleavage	21	22
2563534382	126	cleavage	18	19
